Month,DE,Cash
1983 Jul,0.504717589,0.01
1983 Aug,0.364360733,0.01
1983 Sep,0.363728233,0.01
1983 Oct,0.212042513,0.01
1983 Nov,0.186077765,0.01
1983 Dec,0.151644715,0.01
1984 Jan,0.100100842,0.01
1984 Feb,0.034952013,0.01
1984 Mar,0.013845581,0.01
1984 Apr,-0.047314062,0.01
1984 May,-0.08970218,0.01
1984 Jun,-0.102419889,0.01
1984 Jul,-0.089760932,0.01
1984 Aug,-0.006164884,0.01
1984 Sep,-0.019171037,0.01
1984 Oct,-0.004292941,0.01
1984 Nov,-0.034431743,0.01
1984 Dec,-0.003675465,0.01
1985 Jan,0.083545687,0.01
1985 Feb,0.135144793,0.01
1985 Mar,0.115222539,0.01
1985 Apr,0.106458851,0.01
1985 May,0.237319586,0.01
1985 Jun,0.229900975,0.01
1985 Jul,0.246591203,0.01
1985 Aug,0.116705812,0.01
1985 Sep,0.083454264,0.01
1985 Oct,0.12878623,0.01
1985 Nov,0.215681619,0.01
1985 Dec,0.238910397,0.01
1986 Jan,0.155647948,0.01
1986 Feb,0.235363432,0.01
1986 Mar,0.31622126,0.01
1986 Apr,0.310924227,0.01
1986 May,0.305108846,0.01
1986 Jun,0.306497659,0.01
1986 Jul,0.238143725,0.01
1986 Aug,0.341806123,0.01
1986 Sep,0.270212238,0.01
1986 Oct,0.287220366,0.01
1986 Nov,0.238818012,0.01
1986 Dec,0.154481305,0.01
1987 Jan,0.298472627,0.01
1987 Feb,0.250624266,0.01
1987 Mar,0.209002782,0.01
1987 Apr,0.202624724,0.01
1987 May,0.153041301,0.01
1987 Jun,0.189874487,0.01
1987 Jul,0.320299253,0.01
1987 Aug,0.27202661,0.01
1987 Sep,0.355992041,0.01
1987 Oct,0.010661045,0.01
1987 Nov,-0.094229666,0.01
1987 Dec,-0.000363888,0.01
1988 Jan,-0.077530799,0.01
1988 Feb,-0.071593348,0.01
1988 Mar,-0.123511417,0.01
1988 Apr,-0.106808324,0.01
1988 May,-0.1091955,0.01
1988 Jun,-0.112912978,0.01
1988 Jul,-0.158494772,0.01
1988 Aug,-0.21662791,0.01
1988 Sep,-0.167324375,0.01
1988 Oct,0.084393652,0.01
1988 Nov,0.161767956,0.01
1988 Dec,0.098240564,0.01
1989 Jan,0.129234156,0.01
1989 Feb,0.052389097,0.01
1989 Mar,0.107575954,0.01
1989 Apr,0.149798834,0.01
1989 May,0.183058742,0.01
1989 Jun,0.127210067,0.01
1989 Jul,0.232671146,0.01
1989 Aug,0.306231793,0.01
1989 Sep,0.25125845,0.01
1989 Oct,0.188273582,0.01
1989 Nov,0.229618965,0.01
1989 Dec,0.237808713,0.01
1990 Jan,0.073325877,0.01
1990 Feb,0.113242111,0.01
1990 Mar,0.117199063,0.01
1990 Apr,0.041991843,0.01
1990 May,0.101597096,0.01
1990 Jun,0.097373309,0.01
1990 Jul,0.003507958,0.01
1990 Aug,-0.109993287,0.01
1990 Sep,-0.152656747,0.01
1990 Oct,-0.13866614,0.01
1990 Nov,-0.101307505,0.01
1990 Dec,-0.098872109,0.01
1991 Jan,0.010987079,0.01
1991 Feb,0.071932201,0.01
1991 Mar,0.074741011,0.01
1991 Apr,0.104297775,0.01
1991 May,0.049169078,0.01
1991 Jun,0.011928192,0.01
1991 Jul,0.065050086,0.01
1991 Aug,0.202764609,0.01
1991 Sep,0.247407775,0.01
1991 Oct,0.276924122,0.01
1991 Nov,0.151562153,0.01
1991 Dec,0.248234848,0.01
1992 Jan,0.179342724,0.01
1992 Feb,0.115208971,0.01
1992 Mar,0.064342393,0.01
1992 Apr,0.093154699,0.01
1992 May,0.055919998,0.01
1992 Jun,0.089178471,0.01
1992 Jul,0.082108276,0.01
1992 Aug,0.037530211,0.01
1992 Sep,0.067617832,0.01
1992 Oct,0.054682221,0.01
1992 Nov,0.1365306,0.01
1992 Dec,0.036269473,0.01
1993 Jan,0.061289281,0.01
1993 Feb,0.062280905,0.01
1993 Mar,0.107786397,0.01
1993 Apr,0.050092836,0.01
1993 May,0.071782218,0.01
1993 Jun,0.093457856,0.01
1993 Jul,0.048870074,0.01
1993 Aug,0.110425493,0.01
1993 Sep,0.090625328,0.01
1993 Oct,0.109188054,0.01
1993 Nov,0.063697207,0.01
1993 Dec,0.063006938,0.01
1994 Jan,0.093078368,0.01
1994 Feb,0.049458874,0.01
1994 Mar,-0.016832498,0.01
1994 Apr,0.022418249,0.01
1994 May,0.013055297,0.01
1994 Jun,-0.016171849,0.01
1994 Jul,0.017456115,0.01
1994 Aug,0.018547717,0.01
1994 Sep,0.000923716,0.01
1994 Oct,0.00570627,0.01
1994 Nov,-0.020737187,0.01
1994 Dec,-0.018594165,0.01
1995 Jan,-0.028767679,0.01
1995 Feb,0.036034816,0.01
1995 Mar,0.114514445,0.01
1995 Apr,0.128626453,0.01
1995 May,0.154843191,0.01
1995 Jun,0.211688459,0.01
1995 Jul,0.2144773,0.01
1995 Aug,0.173270605,0.01
1995 Sep,0.253392642,0.01
1995 Oct,0.219921877,0.01
1995 Nov,0.322193351,0.01
1995 Dec,0.329718256,0.01
1996 Jan,0.337044724,0.01
1996 Feb,0.300967121,0.01
1996 Mar,0.275245782,0.01
1996 Apr,0.257664031,0.01
1996 May,0.241679486,0.01
1996 Jun,0.219021948,0.01
1996 Jul,0.128395735,0.01
1996 Aug,0.150357316,0.01
1996 Sep,0.163528404,0.01
1996 Oct,0.198538825,0.01
1996 Nov,0.232834926,0.01
1996 Dec,0.18505533,0.01
1997 Jan,0.221341231,0.01
1997 Feb,0.220210889,0.01
1997 Mar,0.163083993,0.01
1997 Apr,0.217586279,0.01
1997 May,0.261730645,0.01
1997 Jun,0.312752904,0.01
1997 Jul,0.48134181,0.01
1997 Aug,0.370415794,0.01
1997 Sep,0.370004315,0.01
1997 Oct,0.292063301,0.01
1997 Nov,0.260364573,0.01
1997 Dec,0.309945582,0.01
1998 Jan,0.248634881,0.01
1998 Feb,0.329787929,0.01
1998 Mar,0.457149121,0.01
1998 Apr,0.389416274,0.01
1998 May,0.286292291,0.01
1998 Jun,0.282240169,0.01
1998 Jul,0.175902633,0.01
1998 Aug,0.069062093,0.01
1998 Sep,0.080233437,0.01
1998 Oct,0.205366854,0.01
1998 Nov,0.22186325,0.01
1998 Dec,0.268378616,0.01
1999 Jan,0.305707887,0.01
1999 Feb,0.182483181,0.01
1999 Mar,0.169457884,0.01
1999 Apr,0.195912124,0.01
1999 May,0.190732084,0.01
1999 Jun,0.209060639,0.01
1999 Jul,0.182479704,0.01
1999 Aug,0.370518826,0.01
1999 Sep,0.250660868,0.01
1999 Oct,0.231257911,0.01
1999 Nov,0.184848581,0.01
1999 Dec,0.185829828,0.01
2000 Jan,0.081845134,0.01
2000 Feb,0.09076186,0.01
2000 Mar,0.144454938,0.01
2000 Apr,0.07771524,0.01
2000 May,0.079805511,0.01
2000 Jun,0.043228648,0.01
2000 Jul,0.061161634,0.01
2000 Aug,0.133855363,0.01
2000 Sep,0.104211759,0.01
2000 Oct,0.035516288,0.01
2000 Nov,-0.06304702,0.01
2000 Dec,-0.109517079,0.01
2001 Jan,-0.033821729,0.01
2001 Feb,-0.10177294,0.01
2001 Mar,-0.226412182,0.01
2001 Apr,-0.144841664,0.01
2001 May,-0.124682004,0.01
2001 Jun,-0.162597266,0.01
2001 Jul,-0.154179495,0.01
2001 Aug,-0.251146847,0.01
2001 Sep,-0.27195236,0.01
2001 Oct,-0.252304729,0.01
2001 Nov,-0.127849917,0.01
2001 Dec,-0.122426362,0.01
2002 Jan,-0.160679012,0.01
2002 Feb,-0.095736006,0.01
2002 Mar,-0.002721976,0.01
2002 Apr,-0.130306711,0.01
2002 May,-0.138933834,0.01
2002 Jun,-0.178401438,0.01
2002 Jul,-0.236506128,0.01
2002 Aug,-0.184032457,0.01
2002 Sep,-0.206755615,0.01
2002 Oct,-0.159083653,0.01
2002 Nov,-0.174663089,0.01
2002 Dec,-0.230481507,0.01
2003 Jan,-0.241468999,0.01
2003 Feb,-0.241424534,0.01
2003 Mar,-0.260755454,0.01
2003 Apr,-0.144971775,0.01
2003 May,-0.092095177,0.01
2003 Jun,-0.012571483,0.01
2003 Jul,0.089399501,0.01
2003 Aug,0.098232849,0.01
2003 Sep,0.214975549,0.01
2003 Oct,0.184212402,0.01
2003 Nov,0.130524895,0.01
2003 Dec,0.260321469,0.01
2004 Jan,0.317349229,0.01
2004 Feb,0.360284827,0.01
2004 Mar,0.326811947,0.01
2004 Apr,0.202290006,0.01
2004 May,0.151998642,0.01
2004 Jun,0.156473085,0.01
2004 Jul,0.099181799,0.01
2004 Aug,0.089977848,0.01
2004 Sep,0.11310347,0.01
2004 Oct,0.064117239,0.01
2004 Nov,0.092217304,0.01
2004 Dec,0.076409105,0.01
2005 Jan,0.037164843,0.01
2005 Feb,0.041815954,0.01
2005 Mar,0.037438982,0.01
2005 Apr,0.032494001,0.01
2005 May,0.055264036,0.01
2005 Jun,0.040105023,0.01
2005 Jul,0.108618882,0.01
2005 Aug,0.087971303,0.01
2005 Sep,0.074301109,0.01
2005 Oct,0.045166139,0.01
2005 Nov,0.051792381,0.01
2005 Dec,0.018459237,0.01
2006 Jan,0.063505766,0.01
2006 Feb,0.048397132,0.01
2006 Mar,0.082243013,0.01
2006 Apr,0.115124465,0.01
2006 May,0.046909951,0.01
2006 Jun,0.045132708,0.01
2006 Jul,0.015359677,0.01
2006 Aug,0.04977434,0.01
2006 Sep,0.087392139,0.01
2006 Oct,0.147507666,0.01
2006 Nov,0.121053286,0.01
2006 Dec,0.12994847,0.01
2007 Jan,0.12243215,0.01
2007 Feb,0.094278581,0.01
2007 Mar,0.089188965,0.01
2007 Apr,0.124192789,0.01
2007 May,0.195056718,0.01
2007 Jun,0.174244597,0.01
2007 Jul,0.135806406,0.01
2007 Aug,0.131190415,0.01
2007 Sep,0.133135299,0.01
2007 Oct,0.106958573,0.01
2007 Nov,0.034897992,0.01
2007 Dec,0.016161706,0.01
2008 Jan,-0.059246128,0.01
2008 Feb,-0.070059139,0.01
2008 Mar,-0.082947835,0.01
2008 Apr,-0.078679909,0.01
2008 May,-0.099300346,0.01
2008 Jun,-0.166892292,0.01
2008 Jul,-0.152766981,0.01
2008 Aug,-0.151831104,0.01
2008 Sep,-0.250379924,0.01
2008 Oct,-0.375513794,0.01
2008 Nov,-0.379756272,0.01
2008 Dec,-0.362995714,0.01
2009 Jan,-0.378500031,0.01
2009 Feb,-0.425883724,0.01
2009 Mar,-0.372356119,0.01
2009 Apr,-0.344703733,0.01
2009 May,-0.315188752,0.01
2009 Jun,-0.251117765,0.01
2009 Jul,-0.18355724,0.01
2009 Aug,-0.170690977,0.01
2009 Sep,-0.059304863,0.01
2009 Oct,0.09374192,0.01
2009 Nov,0.221233718,0.01
2009 Dec,0.22247677,0.01
2010 Jan,0.288787986,0.01
2010 Feb,0.492605385,0.01
2010 Mar,0.454656107,0.01
2010 Apr,0.351989655,0.01
2010 May,0.183694103,0.01
2010 Jun,0.130456018,0.01
2010 Jul,0.122532966,0.01
2010 Aug,0.038164565,0.01
2010 Sep,0.089363635,0.01
2010 Oct,0.150489651,0.01
2010 Nov,0.087672702,0.01
2010 Dec,0.133566585,0.01
2011 Jan,0.1993463,0.01
2011 Feb,0.198381402,0.01
2011 Mar,0.126528372,0.01
2011 Apr,0.136507944,0.01
2011 May,0.215238978,0.01
2011 Jun,0.25966057,0.01
2011 Jul,0.154275208,0.01
2011 Aug,0.141275233,0.01
2011 Sep,-0.023255722,0.01
2011 Oct,0.044879626,0.01
2011 Nov,0.042739299,0.01
2011 Dec,-0.008016303,0.01
2012 Jan,0.012360881,0.01
2012 Feb,0.021721648,0.01
2012 Mar,0.057308409,0.01
2012 Apr,0.024093808,0.01
2012 May,-0.020836071,0.01
2012 Jun,0.036383629,0.01
2012 Jul,0.07416089,0.01
2012 Aug,0.156576964,0.01
2012 Sep,0.270703023,0.01
2012 Oct,0.124702202,0.01
2012 Nov,0.137393871,0.01
2012 Dec,0.136173622,0.01
2013 Jan,0.144315762,0.01
2013 Feb,0.108888146,0.01
2013 Mar,0.119167721,0.01
2013 Apr,0.151684897,0.01
2013 May,0.249185184,0.01
2013 Jun,0.181049221,0.01
2013 Jul,0.221254374,0.01
2013 Aug,0.165082054,0.01
2013 Sep,0.176286073,0.01
2013 Oct,0.254781584,0.01
2013 Nov,0.281323703,0.01
2013 Dec,0.298423533,0.01
2014 Jan,0.193366712,0.01
2014 Feb,0.235741749,0.01
2014 Mar,0.195977203,0.01
2014 Apr,0.177691054,0.01
2014 May,0.176275743,0.01
2014 Jun,0.217459377,0.01
2014 Jul,0.14485426,0.01
2014 Aug,0.227864948,0.01
2014 Sep,0.175200357,0.01
2014 Oct,0.152404614,0.01
2014 Nov,0.152745469,0.01
2014 Dec,0.128403887,0.01
2015 Jan,0.143457137,0.01
2015 Feb,0.154497608,0.01
2015 Mar,0.126410336,0.01
2015 Apr,0.129866246,0.01
2015 May,0.116903681,0.01
2015 Jun,0.07232252,0.01
2015 Jul,0.108965959,0.01
2015 Aug,0.003786941,0.01
2015 Sep,-0.004857738,0.01
2015 Oct,0.050793011,0.01
2015 Nov,0.023569287,0.01
2015 Dec,0.008158849,0.01
2016 Jan,-0.017606578,0.01
2016 Feb,-0.067846319,0.01
2016 Mar,0.008981708,0.01
2016 Apr,0.000556756,0.01
2016 May,0.006159321,0.01
2016 Jun,0.02819102,0.01
2016 Jul,0.04598954,0.01
2016 Aug,0.11101694,0.01
2016 Sep,0.133793129,0.01
2016 Oct,0.027274768,0.01
2016 Nov,0.061130274,0.01
2016 Dec,0.095063609,0.01
2017 Jan,0.167492163,0.01
2017 Feb,0.2115574,0.01
2017 Mar,0.141486139,0.01
2017 Apr,0.151546587,0.01
2017 May,0.150905165,0.01
2017 Jun,0.157720278,0.01
2017 Jul,0.138953728,0.01
2017 Aug,0.138699629,0.01
2017 Sep,0.158851402,0.01
2017 Oct,0.208965777,0.01
2017 Nov,0.200219509,0.01
2017 Dec,0.191019945,0.01
2018 Jan,0.235322269,0.01
2018 Feb,0.144874671,0.01
2018 Mar,0.113972307,0.01
2018 Apr,0.105959766,0.01
2018 May,0.113103233,0.01
2018 Jun,0.112371134,0.01
2018 Jul,0.129668835,0.01
2018 Aug,0.165028074,0.01
2018 Sep,0.151746394,0.01
2018 Oct,0.048753392,0.01
2018 Nov,0.042080752,0.01
2018 Dec,-0.058267261,0.01
2019 Jan,-0.034803957,0.01
2019 Feb,0.032781393,0.01
2019 Mar,0.075203263,0.01
2019 Apr,0.112305041,0.01
2019 May,0.020908622,0.01
2019 Jun,0.085922245,0.01
2019 Jul,0.061062048,0.01
2019 Aug,0.012879719,0.01
2019 Sep,0.025917305,0.01
2019 Oct,0.122534939,0.01
2019 Nov,0.137041575,0.01
2019 Dec,0.28200225,0.01
2020 Jan,0.185906603,0.01
2020 Feb,0.058627829,0.01
2020 Mar,-0.080156535,0.01
2020 Apr,0.006793232,0.01
2020 May,0.125243312,0.01
2020 Jun,0.06801042,0.01
2020 Jul,0.108056872,0.01
2020 Aug,0.202144521,0.01
2020 Sep,0.135879513,0.01
2020 Oct,0.085635438,0.01
2020 Nov,0.161779903,0.01
2020 Dec,0.169642526,0.01
2021 Jan,0.15779194,0.01
2021 Feb,0.290539522,0.01
2021 Mar,0.519065662,0.01
2021 Apr,0.400123836,0.01
2021 May,0.337634158,0.01
2021 Jun,0.337604789,0.01
2021 Jul,0.298041672,0.01
2021 Aug,0.249875994,0.01
2021 Sep,0.237081234,0.01
2021 Oct,0.34743223,0.01
2021 Nov,0.202155687,0.01
2021 Dec,0.206569839,0.01
2022 Jan,0.152373585,0.01
2022 Feb,0.085212115,0.01
2022 Mar,0.072164338,0.01
2022 Apr,-0.065147952,0.01
2022 May,-0.072528221,0.01
2022 Jun,-0.170135397,0.01
